assignment_id,task_id,replicate,condition_id,arm,generation,source_checkpoint,offline,path,generation_sha256,proposed,admitted,decisions,active_criteria,quality_ordered_pairs,gap_pairs,logical_call_ceiling,call_budget,logical_requests,recorded_new_calls,recorded_cache_hits,quality_source_failure_pairs,quality_no_order_pairs,quality_unavailable_pairs,compilation_empty,compilation_unavailable,selected_pairs,diagnoses,supported_diagnoses,diagnosis_quote_failures,failure_records
da-18-7--rep-002--solver-luna--user-simulator-red-team-trace,da-18-7,2,user-simulator-red-team-trace,user,1,,True,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-18-7/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0001,b57c95b18b86b14834e39e8b0b97eafd6c80f9250ded589fd4e1fa3e9d617322,2,0,"{""criterion_support_failed"": 2}",0,3,3,,72,,,,,,,,,,,,,
da-18-7--rep-002--solver-luna--user-simulator-red-team-trace,da-18-7,2,user-simulator-red-team-trace,user,2,0,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-18-7/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0002,7372847443386e62326bae798487db2263715aab7c60705c9965143136a9593c,1,1,"{""accepted"": 1}",1,4,4,30,270,23,24,0,0,0,0,0,0,"[""pair_d163c991f9198322"", ""pair_5fc84a2a7cdd69c8""]","{""ADD"": 1, ""PREFERENCE_CONFLICT"": 1}",1,0,1
da-18-7--rep-002--solver-luna--user-simulator-red-team-trace,da-18-7,2,user-simulator-red-team-trace,user,3,1,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-18-7/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0003,ba622bd27118fd4ffe4e20c3005039c94d1e1ed11f2f299e2ea75ebbd14b92c4,0,0,{},1,6,2,30,270,21,17,4,0,0,0,0,0,"[""pair_572464d67f35ba05""]","{""NO_SUPPORTED_RELATION"": 1}",0,0,1
da-18-7--rep-002--solver-luna--user-simulator-red-team-trace,da-18-7,2,user-simulator-red-team-trace,user,4,2,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-18-7/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0004,4a79673ba5aa97dae749d31d01d1d6540c1bd2d440e6908fe14d717d884ee413,1,1,"{""accepted"": 1}",2,7,3,45,405,35,15,20,0,0,0,0,0,"[""pair_6f60bfbec1ce1a98"", ""pair_572464d67f35ba05""]","{""ADD"": 1, ""NO_SUPPORTED_RELATION"": 1}",1,0,1
da-18-7--rep-002--solver-luna--user-simulator-red-team-trace,da-18-7,2,user-simulator-red-team-trace,user,5,3,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-18-7/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0005,aa6878e98aba42ea1f8b6ebc8adddcbd61f66dcd39f2e911e786c7683901291b,1,1,"{""accepted"": 1}",3,8,5,50,450,39,32,7,0,0,0,0,0,"[""pair_8b20053825f51a9a"", ""pair_572464d67f35ba05""]","{""ADD"": 1, ""NO_SUPPORTED_RELATION"": 1}",1,0,1
da-18-7--rep-002--solver-luna--user-simulator-red-team-trace,da-18-7,2,user-simulator-red-team-trace,user,6,4,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-18-7/rep-002/luna/user-simulator-red-team-trace/rubric-generations/generation-0006,b00fa24b0c14c483d89d4780645167d62d22989400d9c96d3ca93ed6a963b4ab,1,0,"{""criterion_support_failed"": 1}",3,9,4,55,495,43,35,8,0,0,0,0,0,"[""pair_74a699d5082e7d61"", ""pair_572464d67f35ba05""]","{""ADD"": 1, ""NO_SUPPORTED_RELATION"": 1}",1,0,1
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,1,,True,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0001,4b07a8ad37ab26fc123017699844537c92c845ad342d0960b797de2dcd4910e8,0,0,{},0,3,0,,72,,,,,,,,,,,,,
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,2,0,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0002,0ed44fdb709d90b940bea1ccf3ac26483db4c60d99462838e51437187c74ab28,2,1,"{""accepted"": 1, ""criterion_support_failed"": 1}",1,4,3,30,270,30,30,0,0,0,0,0,0,"[""pair_709526c572e8b7ae"", ""pair_4267ae532527d5ad""]","{""ADD"": 2}",2,0,0
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,3,1,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0003,5b077cb4c23e78b04cb01b620994f5eae914f97fd9fd5848457fed50eb7e86d4,1,0,"{""criterion_support_failed"": 1}",1,6,4,40,360,31,27,4,0,0,0,0,0,"[""pair_ec92213ee2509204"", ""pair_4267ae532527d5ad""]","{""NO_SUPPORTED_RELATION"": 1, ""ADD"": 1}",1,0,1
da-10-1--rep-003--solver-luna--full-red-team-trace,da-10-1,3,full-red-team-trace,full,4,2,False,/data/user_data/aydanh/rubric_gen/runs/trace-attack-defense-v21-20260911/result20/study/biomnibench-da-factorial-r10-5115fffdd1c0/experiments/da-10-1/rep-003/luna/full-red-team-trace/rubric-generations/generation-0004,47956ed8ace290e840eedf672dfe9161d459193aedf14ba21fe0e64312a7928f,2,0,"{""criterion_support_failed"": 2}",1,7,5,45,405,45,15,30,0,0,0,0,0,"[""pair_e00902291ff9c1b7"", ""pair_4267ae532527d5ad""]","{""ADD"": 2}",2,0,0
