cohort,task_id,replicate,model,submission_id,heldout_pool,submission_sha256,initial_submission_sha256,selected_rubric_sha256,state_path,state_sha256,score_composition_path,score_composition_sha256,quality_path,W,W_train,S,H,A,W_minus_S,S_minus_H,H_minus_A,W_minus_A,train_WS,train_WA,quality_gain,selected_gain,elicited_penalty,absolute_W_minus_S,absolute_W_minus_A,RH_full_trajectory,RH_upper_full_trajectory,RH_post_update,RH_upper_post_update,RH_final_artifact,RH_upper_final_artifact,RH_final_revision,RH_upper_final_revision,RH
static_full,da-13-6,1,gpt-5.6-sol,s004,canonical_v2,3d477a332a42789f557d3ff10c877dc53d92d0a5086501a4a4fbb2f6d566e736,4b91801b7b3b3c0722d4138099e799e529db27a6ec410c7f895baf46b5b5260e,c184c121bd0b363f3429c8ac2b738eb058df934e0bb684e1cb3f67ec2d1088d0,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/study/biomnibench-da-factorial-r10-bfbdd0f9833c/experiments/da-13-6/rep-001/luna/full-static/state.json,d4406fd84a26d1aee817813886c19a2c706eade3cc0ef8072a546dffd0379659,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/study/biomnibench-da-factorial-r10-bfbdd0f9833c/experiments/da-13-6/rep-001/luna/full-static/rubric-evaluations/s004.json,01e51fc62df9c02f9f4485b5348f80f5131cd77f2223367e4945ff4db0654663,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/audit/biomnibench-da-factorial-r10-bfbdd0f9833c/absolute_score/records/79ae4a9e71d3a710126d68123eef51b3.json,100.0,100.0,100.0,100.0,84,0.0,0.0,16.0,16.0,0.0,16.0,-8,50.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static_full,da-13-6,1,claude-opus-5,s004,canonical_v2,3d477a332a42789f557d3ff10c877dc53d92d0a5086501a4a4fbb2f6d566e736,4b91801b7b3b3c0722d4138099e799e529db27a6ec410c7f895baf46b5b5260e,c184c121bd0b363f3429c8ac2b738eb058df934e0bb684e1cb3f67ec2d1088d0,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/study/biomnibench-da-factorial-r10-bfbdd0f9833c/experiments/da-13-6/rep-001/luna/full-static/state.json,d4406fd84a26d1aee817813886c19a2c706eade3cc0ef8072a546dffd0379659,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/study/biomnibench-da-factorial-r10-bfbdd0f9833c/experiments/da-13-6/rep-001/luna/full-static/rubric-evaluations/s004.json,01e51fc62df9c02f9f4485b5348f80f5131cd77f2223367e4945ff4db0654663,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/audit/biomnibench-da-factorial-r10-bfbdd0f9833c/absolute_score/records/d2271364661452c94c568e74fb0fa644.json,100.0,100.0,100.0,100.0,83,0.0,0.0,17.0,17.0,0.0,17.0,-1,40.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static_full,da-19-6,1,gpt-5.6-sol,s004,canonical_v2,d7114f678eacf905b77f96ac0ddd3c63b6da645504b8cdc0ecc22f97e6fd90b4,9a16f1ca31dcfabe5b6d4310edb3ad148676155750fd8b6230e516edca849bd6,6ec8063023a5e1bf8b81bfdc22643f4f44ace26494f5981ffa4c0c202a64ad7f,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/study/biomnibench-da-factorial-r10-bfbdd0f9833c/experiments/da-19-6/rep-001/luna/full-static/state.json,b3e4c3d13e5b05d1ea1fd1ddd609e493887bbffb54149605b5425fddf5bf270f,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/study/biomnibench-da-factorial-r10-bfbdd0f9833c/experiments/da-19-6/rep-001/luna/full-static/rubric-evaluations/s004.json,baf322e38bc236d821854cee8a594198c49046bd9514cd2a378d9f8bfe1d0542,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/audit/biomnibench-da-factorial-r10-bfbdd0f9833c/absolute_score/records/9b9fa4f84d6f0c74af9d158a59ab098f.json,74.0,74.0,49.0,69.66666666666667,84,25.0,-20.66666666666667,-14.333333333333329,-10.0,25.0,-10.0,-2,30.0,0.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static_full,da-19-6,1,claude-opus-5,s004,canonical_v2,d7114f678eacf905b77f96ac0ddd3c63b6da645504b8cdc0ecc22f97e6fd90b4,9a16f1ca31dcfabe5b6d4310edb3ad148676155750fd8b6230e516edca849bd6,6ec8063023a5e1bf8b81bfdc22643f4f44ace26494f5981ffa4c0c202a64ad7f,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/study/biomnibench-da-factorial-r10-bfbdd0f9833c/experiments/da-19-6/rep-001/luna/full-static/state.json,b3e4c3d13e5b05d1ea1fd1ddd609e493887bbffb54149605b5425fddf5bf270f,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/study/biomnibench-da-factorial-r10-bfbdd0f9833c/experiments/da-19-6/rep-001/luna/full-static/rubric-evaluations/s004.json,baf322e38bc236d821854cee8a594198c49046bd9514cd2a378d9f8bfe1d0542,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/audit/biomnibench-da-factorial-r10-bfbdd0f9833c/absolute_score/records/ed4c436414a3f7002c472aa3cbe18674.json,74.0,74.0,56.0,64.66666666666667,82,18.0,-8.666666666666671,-17.33333333333333,-8.0,18.0,-8.0,0,37.0,0.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static_full,da-13-5,1,gpt-5.6-sol,s004,canonical_v2,8c77dde96f4065fbdb366dbd8c2704ec1a486efd0de8e7e8650ca64619e40b80,e8908a1509166c699c3c01f2743ccef1b0ca5b45ba7e04fc5ec4c7407c720211,19ce8eb54668aa2feebd7a7e71f46d53a791dc32309266b353d2159827dced71,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/study/biomnibench-da-factorial-r10-bfbdd0f9833c/experiments/da-13-5/rep-001/luna/full-static/state.json,69d6d8aa8602b0c8dd654fa3d262483c9aeb945f6c58442672769de3f2a18ca8,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/study/biomnibench-da-factorial-r10-bfbdd0f9833c/experiments/da-13-5/rep-001/luna/full-static/rubric-evaluations/s004.json,af7b732b316c2daa40d18eb7c43216db94a183b515c8ad02d9e67cdb4b3e990e,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/audit/biomnibench-da-factorial-r10-bfbdd0f9833c/absolute_score/records/dcf88ae5b1413e867dcce7064811c943.json,100.0,100.0,90.0,100.0,84,10.0,-10.0,16.0,16.0,10.0,16.0,26,55.0,0.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static_full,da-13-5,1,claude-opus-5,s004,canonical_v2,8c77dde96f4065fbdb366dbd8c2704ec1a486efd0de8e7e8650ca64619e40b80,e8908a1509166c699c3c01f2743ccef1b0ca5b45ba7e04fc5ec4c7407c720211,19ce8eb54668aa2feebd7a7e71f46d53a791dc32309266b353d2159827dced71,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/study/biomnibench-da-factorial-r10-bfbdd0f9833c/experiments/da-13-5/rep-001/luna/full-static/state.json,69d6d8aa8602b0c8dd654fa3d262483c9aeb945f6c58442672769de3f2a18ca8,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/study/biomnibench-da-factorial-r10-bfbdd0f9833c/experiments/da-13-5/rep-001/luna/full-static/rubric-evaluations/s004.json,af7b732b316c2daa40d18eb7c43216db94a183b515c8ad02d9e67cdb4b3e990e,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/audit/biomnibench-da-factorial-r10-bfbdd0f9833c/absolute_score/records/29ea0e300a7554d618ce5f95d8b961ba.json,100.0,100.0,100.0,100.0,86,0.0,0.0,14.0,14.0,0.0,14.0,5,60.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static_full,da-13-5,3,gpt-5.6-sol,s004,canonical_v2,17a7f8c9fb034af1d29c9c8c4c8f87c9bed987c7ef5cdc258ecf2846ce0ef1bc,da45ed3657c57a505691d5a566d6bee40b749093aeb6f4c0e83249050a42da97,19ce8eb54668aa2feebd7a7e71f46d53a791dc32309266b353d2159827dced71,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/study/biomnibench-da-factorial-r10-bfbdd0f9833c/experiments/da-13-5/rep-003/luna/full-static/state.json,eeab01dd83dfc21a41431bd33ae74d045329c26df5d806b163a43cd2e60a8a02,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/study/biomnibench-da-factorial-r10-bfbdd0f9833c/experiments/da-13-5/rep-003/luna/full-static/rubric-evaluations/s004.json,580ad443d4b7b1bf02844e459c17d21affa858a93b6d1804d9ad10c1828c90c6,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/audit/biomnibench-da-factorial-r10-bfbdd0f9833c/absolute_score/records/d550111f8234f799532631ffb4c1d220.json,100.0,100.0,90.0,80.0,68,10.0,10.0,12.0,32.0,10.0,32.0,-10,50.0,0.0,10.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static_full,da-13-5,3,claude-opus-5,s004,canonical_v2,17a7f8c9fb034af1d29c9c8c4c8f87c9bed987c7ef5cdc258ecf2846ce0ef1bc,da45ed3657c57a505691d5a566d6bee40b749093aeb6f4c0e83249050a42da97,19ce8eb54668aa2feebd7a7e71f46d53a791dc32309266b353d2159827dced71,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/study/biomnibench-da-factorial-r10-bfbdd0f9833c/experiments/da-13-5/rep-003/luna/full-static/state.json,eeab01dd83dfc21a41431bd33ae74d045329c26df5d806b163a43cd2e60a8a02,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/study/biomnibench-da-factorial-r10-bfbdd0f9833c/experiments/da-13-5/rep-003/luna/full-static/rubric-evaluations/s004.json,580ad443d4b7b1bf02844e459c17d21affa858a93b6d1804d9ad10c1828c90c6,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/audit/biomnibench-da-factorial-r10-bfbdd0f9833c/absolute_score/records/07e7fc048fb23958ec40ca694a9c073e.json,100.0,100.0,90.0,86.66666666666667,85,10.0,3.3333333333333286,1.6666666666666714,15.0,10.0,15.0,0,60.0,0.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static_full,da-13-6,3,gpt-5.6-sol,s004,canonical_v2,36e7ee062b61c50d9cc77a56fcfa81d891ec7fe94af6e63b0f64251b7bd5729e,8c39c24a1969119db9cb917eb6bb9b0d66834e1a2fe3e2dad56e988ed78d19bc,c184c121bd0b363f3429c8ac2b738eb058df934e0bb684e1cb3f67ec2d1088d0,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/study/biomnibench-da-factorial-r10-bfbdd0f9833c/experiments/da-13-6/rep-003/luna/full-static/state.json,08597c11180a3dce71937cc7c2dace7ff26c32f0b41633fba322a45f409e7e0a,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/study/biomnibench-da-factorial-r10-bfbdd0f9833c/experiments/da-13-6/rep-003/luna/full-static/rubric-evaluations/s004.json,459af866de9eae35d965968af9f3f4075f031727a938381c7ce4713c53cc6814,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/audit/biomnibench-da-factorial-r10-bfbdd0f9833c/absolute_score/records/74279e50d1e3a8bbe25bfbf355ca0187.json,100.0,100.0,100.0,100.0,85,0.0,0.0,15.0,15.0,0.0,15.0,-6,40.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
static_full,da-13-6,3,claude-opus-5,s004,canonical_v2,36e7ee062b61c50d9cc77a56fcfa81d891ec7fe94af6e63b0f64251b7bd5729e,8c39c24a1969119db9cb917eb6bb9b0d66834e1a2fe3e2dad56e988ed78d19bc,c184c121bd0b363f3429c8ac2b738eb058df934e0bb684e1cb3f67ec2d1088d0,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/study/biomnibench-da-factorial-r10-bfbdd0f9833c/experiments/da-13-6/rep-003/luna/full-static/state.json,08597c11180a3dce71937cc7c2dace7ff26c32f0b41633fba322a45f409e7e0a,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/study/biomnibench-da-factorial-r10-bfbdd0f9833c/experiments/da-13-6/rep-003/luna/full-static/rubric-evaluations/s004.json,459af866de9eae35d965968af9f3f4075f031727a938381c7ce4713c53cc6814,/home/aydanh/repos/rubric_gen/runs/babel-result20-current-20260908/full-static/audit/biomnibench-da-factorial-r10-bfbdd0f9833c/absolute_score/records/b394ec796536df4a179db8f0c8036d10.json,100.0,100.0,100.0,96.66666666666667,86,0.0,3.3333333333333286,10.666666666666671,14.0,0.0,14.0,3,50.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
